sentence,cluster,title,cluster_label
| What Is A Black Box?,46,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean? | What Is A Black Box?,"box, black, black box, crash, india"
Black Box Recovered Of Air India Flight AI 171 From Crash Site.,46,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"box, black, black box, crash, india"
"Black Box Recovered Of Air India Flight AI 171 From Crash Site

In a key development in the investigation of the tragic Ahmedabad plane crash, authorities have recovered the second black box of Air India Flight AI171 from the crash site.",46,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"box, black, black box, crash, india"
"The black box, which contains crucial flight data and cockpit voice recordings, will aid forensic experts and aviation authorities in piecing together the final moments before the crash.",46,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"box, black, black box, crash, india"
"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found.",46,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","box, black, black box, crash, india"
"The crashed Ahmedabad-London Air India flight's black box has been recovered, the Ministry of Civil Aviation informed on Friday.",46,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","box, black, black box, crash, india"
The orange-coloured device located near the tail of a plane will help investigate the crash that has claimed at least 265 lives so far.,46,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","box, black, black box, crash, india"
"Union Minister of Civil Aviation Ram Mohan Naidu said, ""The Flight Data Recorder (Black Box) has been recovered within 28 hours from the accident site in Ahmedabad by AAIB.",46,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","box, black, black box, crash, india"
"LIVE: Black Box Recovered, Air India Plane Crash Investigation Begins | Ahmedabad Plane Crash News.",46,"LIVE: Black Box Recovered, Air India Plane Crash Investigation Begins | Ahmedabad Plane Crash News","box, black, black box, crash, india"
"The transcript discusses the Air India AI-171 crash, focusing on the pilot's final message and the recovery of the black box.",46,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"box, black, black box, crash, india"
"Experts analyze the aircraft's takeoff, the pilot's communication during the emergency, and the significance of the black box in investigating the incident.",46,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"box, black, black box, crash, india"
"The black box is described as a crucial tool that records over 100 parameters, providing vital information about the aircraft's condition and performance.",46,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"box, black, black box, crash, india"
"PM Modi visited the crash site, grieving families gave DNA samples, and investigators recovered the black box.",46,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"box, black, black box, crash, india"
Air India crash: Investigators recover black box as families wait for answers.,46,Air India crash: Investigators recover black box as families wait for answers,"box, black, black box, crash, india"
"Indian authorities have recovered the crucial flight recorder from Air India Flight 171, which crashed on Thursday in Ahmedabad.",46,Air India crash: Investigators recover black box as families wait for answers,"box, black, black box, crash, india"
India?s civil aviation minister said Friday the black box recovery marks a crucial step forward in the investigation.,46,Air India crash: Investigators recover black box as families wait for answers,"box, black, black box, crash, india"
Nathaniel Dove has more on what the black box could tell us about the crash.,46,Air India crash: Investigators recover black box as families wait for answers,"box, black, black box, crash, india"
Investigators are relying on the black box to uncover the cause.,46,"Air India Boeing 787-8 Dreamliner Crashes In Ahmedabad: Over 200 Dead, One Miracle Survivor Emerges","box, black, black box, crash, india"
Air India Plane Crash: What Is A Black Box In An Aircraft?.,46,Air India Plane Crash: What Is A Black Box In An Aircraft?,"box, black, black box, crash, india"
What Does A Black Box Do | An Air India Ahmedabad-London flight took off at 1.39 pm.,46,Air India Plane Crash: What Is A Black Box In An Aircraft?,"box, black, black box, crash, india"
"As firefighting and rescue teams work on the spot of the crash, a deeper look into the reason behind it will likely be clear from a small box sitting in a corner of the aircraft - the black box.",46,Air India Plane Crash: What Is A Black Box In An Aircraft?,"box, black, black box, crash, india"
"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265.",46,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","box, black, black box, crash, india"
"A day after Air India flight AI-171 crashed near Ahmedabad, killing at least 265 people, investigators recovered the aircraft?s black box from the wreckage.",46,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","box, black, black box, crash, india"
This discovery is expected to shed light on the technical or human factors that may have led to the fatal incident.,45,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"cause, cause crash, crash, authorities, authorities confirm"
This marks an important step forward in the investigation.,45,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","cause, cause crash, crash, authorities, authorities confirm"
Authorities have begun recovery operations and launched an investigation into the cause of the crash.,45,More than 200 dead in Air India crash near Ahmedabad,"cause, cause crash, crash, authorities, authorities confirm"
"Our science correspondent, Thomas Moore, has been looking at what could have gone wrong.",45,Air India crash: What could have gone wrong?,"cause, cause crash, crash, authorities, authorities confirm"
The cause of the crash is yet to be determined.,45,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","cause, cause crash, crash, authorities, authorities confirm"
Authorities are investigating the cause of the tragic accident.,45,Ahmedabad Plane Crash Shocking VIDEO: Moment Air India Flight With 242 People Crashes Near Ahmedabad,"cause, cause crash, crash, authorities, authorities confirm"
Authorities are yet to confirm the cause of the crash.,45,BREAKING LIVE: London-Bound Air India Flight Crashes Near Ahmedabad | London Gatwick Flight News,"cause, cause crash, crash, authorities, authorities confirm"
The cause of the crash was not immediately known.,45,Air India Crash: Boeing 787 Flight Crashes In Ahmedabad,"cause, cause crash, crash, authorities, authorities confirm"
Authorities are yet to confirm the cause of the crash.,45,Ahmedabad Plane Crash LIVE | London-Bound Air India Flight Crashes Near Ahmedabad Airport | N18L,"cause, cause crash, crash, authorities, authorities confirm"
Authorities are yet to confirm the cause of the crash.,45,Ahmedabad Plane Crash LIVE Updates | Air India Flight Going To London Crashes | Plane Crash | N18L,"cause, cause crash, crash, authorities, authorities confirm"
Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean?,44,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean? | What Is A Black Box?,"india, ahmedabad, air, pilot, crash"
Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean?,44,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean? | What Is A Black Box?,"india, ahmedabad, air, pilot, crash"
Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India Today.,44,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India Today,"india, ahmedabad, air, pilot, crash"
Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India,44,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India Today,"india, ahmedabad, air, pilot, crash"
Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today.,44,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"india, ahmedabad, air, pilot, crash"
How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad,44,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"india, ahmedabad, air, pilot, crash"
?Pilots Last Words Were??: Govt,44,?Pilots Last Words Were??: Govt On Air India Flight Crash In Ahmedabad,"india, ahmedabad, air, pilot, crash"
"The pilot's haunting last message to Ahmedabad Air Traffic Control (ATC) now paints a chilling picture of the final moments before the aircraft crashed, killing at least 274 people.",44,Pilot Sumit Sabharwal Issued A Mayday Minutes After Takeoff From Ahmedabad Airport | N18V,"india, ahmedabad, air, pilot, crash"
"In a post on social media, a spokesperson for the temple said they were praying ""to give strength to the bereaved family to bear this immense loss"".",44,Doctor and family among Air India crash victims | BBC News India,"india, ahmedabad, air, pilot, crash"
Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV.,44,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"india, ahmedabad, air, pilot, crash"
"Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV

?",44,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"india, ahmedabad, air, pilot, crash"
How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad,44,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"india, ahmedabad, air, pilot, crash"
"From his hospital bed in Ahmedabad, Kumar recalled in chilling details how the events unfolded in the final moments of flight AI 171.",44,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"india, ahmedabad, air, pilot, crash"
"Watch News9 Live - The English news brand that understands and fits perfectly into the digital-first lifestyles of our English news audiences.

?",43,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"https, youtube, news, english, english news"
"Watch us on YouTube      : https://www.youtube.com/c/NEWS9LIVE
?",43,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"https, youtube, news, english, english news"
"https://bbc.in/3XlbAXZ

Thanks for following us!",43,Doctor and family among Air India crash victims | BBC News India,"https, youtube, news, english, english news"
"Watch News9 Live - The English news brand that understands and fits perfectly into the digital-first lifestyles of our English news audiences.

?",43,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"https, youtube, news, english, english news"
"Follow us on Twitter         : https://twitter.com/NEWS9TWEETS

#englishnews #tv9digital #tv9d #news #livestream & #news9livestreaming",43,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"https, youtube, news, english, english news"
"Watch News9 Live - The English news brand that understands and fits perfectly into the digital-first lifestyles of our English news audiences.

?",43,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"https, youtube, news, english, english news"
"Watch us on YouTube      : https://www.youtube.com/c/NEWS9LIVE
?",43,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"https, youtube, news, english, english news"
News9 is India's first fully integrated English news brand across all digital platforms.,42,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"news, news9, platforms, platform, platform viz"
"It includes a publishing platform, viz.",42,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"news, news9, platforms, platform, platform viz"
"www.news9live.com, a future-ready OTT platform, News9 Plus, and a 24-Hour video streaming service on connected TVs and all social platforms.",42,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"news, news9, platforms, platform, platform viz"
News9 is India's first fully integrated English news brand across all digital platforms.,42,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"news, news9, platforms, platform, platform viz"
"It includes a publishing platform, viz.",42,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"news, news9, platforms, platform, platform viz"
"www.news9live.com, a future-ready OTT platform, News9 Plus, and a 24-Hour video streaming service on connected TVs and all social platforms.",42,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"news, news9, platforms, platform, platform viz"
News9 is India's first fully integrated English news brand across all digital platforms.,42,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"news, news9, platforms, platform, platform viz"
"It includes a publishing platform, viz.",42,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"news, news9, platforms, platform, platform viz"
"www.news9live.com, a future-ready OTT platform, News9 Plus, and a 24-Hour video streaming service on connected TVs and all social platforms.",42,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"news, news9, platforms, platform, platform viz"
"Follow us on Twitter         : https://twitter.com/NEWS9TWEETS

#englishnews #tv9digital #tv9d #news #livestream & #news9livestreaming",42,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"news, news9, platforms, platform, platform viz"
"to get new video updates: https://bit.ly/2UV4ygi
--------------------------------------
ANI is South Asia's leading Multimedia News Agency providing content for every information platform, including TV, Internet, broadband, newspapers, and mobiles.",41,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"ani, com, https, media, media pvt"
"Subscribe to ANI News YouTube channel: https://bit.ly/2UV4ygi
?",41,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"ani, com, https, media, media pvt"
"Follow ANI: https://twitter.com/ANI 
?",41,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"ani, com, https, media, media pvt"
"Email to: anicontent@aniin.com, internetani@aniin.com
?",41,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"ani, com, https, media, media pvt"
Copyrights © All Rights Reserved ANI Media Pvt Ltd.,41,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"ani, com, https, media, media pvt"
"---

| PM",41,"Ahmedabad: PM Modi Visits Air India Boeing-787 Plane Crash Site, Meets Survivor | Spotlight | N18G","ani, com, https, media, media pvt"
"Visit our Official website: https://www.aninews.in/
?",40,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"app, https, news9plus, plus, https www"
"Plus Website        : https://www.news9plus.com/all
?",40,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"app, https, news9plus, plus, https www"
"Plus App               : https://news9plus.app.link/aPwz3P2psMb
?",40,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"app, https, news9plus, plus, https www"
"News9 OTT Coupons       : https://bit.ly/4dwLDx4
?",40,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"app, https, news9plus, plus, https www"
"Plus Website        : https://www.news9plus.com/all
?",40,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"app, https, news9plus, plus, https www"
"Plus App               : https://news9plus.app.link/aPwz3P2psMb
?",40,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"app, https, news9plus, plus, https www"
"News9 OTT Coupons       : https://bit.ly/4dwLDx4
?",40,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"app, https, news9plus, plus, https www"
"Plus Website        : https://www.news9plus.com/all
?",40,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"app, https, news9plus, plus, https www"
"Plus App               : https://news9plus.app.link/aPwz3P2psMb
?",40,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"app, https, news9plus, plus, https www"
"News9 OTT Coupons       : https://bit.ly/4dwLDx4
?",40,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"app, https, news9plus, plus, https www"
"Like us: https://www.facebook.com/ANINEWS.IN
?",39,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"like, facebook, instagram, com, https"
"Like us on Facebook        : https://www.facebook.com/news9live 
?",39,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"like, facebook, instagram, com, https"
"Follow us on Instagram   : https://www.instagram.com/news9live
?",39,LIVE : Ahmedabad Plane Crash | Air India Ordered Safety Checks After AI-171 Disaster | News9,"like, facebook, instagram, com, https"
Do not forget to Like | Comment | Share,39,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"like, facebook, instagram, com, https"
"-----------------------------------------------------------------------------------------------------------------------------------------------------------------

Please visit our Social Media pages for regular updates:

Like Us On Facebook:",39,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"like, facebook, instagram, com, https"
"Like us on Facebook        : https://www.facebook.com/news9live 
?",39,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"like, facebook, instagram, com, https"
"Follow us on Instagram   : https://www.instagram.com/news9live
?",39,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"like, facebook, instagram, com, https"
"Like us on Facebook        : https://www.facebook.com/news9live 
?",39,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"like, facebook, instagram, com, https"
"Follow us on Instagram   : https://www.instagram.com/news9live
?",39,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"like, facebook, instagram, com, https"
"[https://www.facebook.com/news.com.au/]
Instagram ?",38,More than 200 dead in Air India crash near Ahmedabad,"facebook, com, https, instagram, https www"
"[https://www.instagram.com/newscomauhq/?hl=en]
TikTok ?",38,More than 200 dead in Air India crash near Ahmedabad,"facebook, com, https, instagram, https www"
"Facebook ?https://www.facebook.com/theguardian
Instagram ?",38,"At least one survivor from Air India plane crash, Ahmedabad police say","facebook, com, https, instagram, https www"
"https://bbc.in/3XjgjcP
Instagram ????",38,Doctor and family among Air India crash victims | BBC News India,"facebook, com, https, instagram, https www"
"https://bbc.in/3GNTSVW
Facebook ????",38,Doctor and family among Air India crash victims | BBC News India,"facebook, com, https, instagram, https www"
"https://bbc.in/3XgMc5M
Twitter ????",38,Doctor and family among Air India crash victims | BBC News India,"facebook, com, https, instagram, https www"
"Facebook ?https://www.facebook.com/theguardian
Instagram ?",38,Smoke rises above Ahmedabad in first images from Air India plane crash,"facebook, com, https, instagram, https www"
"Facebook: https://www.facebook.com/dainikjagran/
??",38,Air India Plane Crash  AI171 Crash Video ????? ???? Aryan Asari ?? ???? ?????? | Ahmedabad,"facebook, com, https, instagram, https www"
"Facebook ?https://www.facebook.com/theguardian
Instagram ?",38,CCTV footage shows moment Air India plane crashes in Ahmedabad,"facebook, com, https, instagram, https www"
"https://twitter.com/northbaynews
Instagram ?",38,Wreckage at crash site as Air India flight crashes shortly after take off from Ahmedabad airport,"facebook, com, https, instagram, https www"
"https://www.instagram.com/pressdemo
Facebook ?",38,Wreckage at crash site as Air India flight crashes shortly after take off from Ahmedabad airport,"facebook, com, https, instagram, https www"
"https://www.facebook.com/pressdemocrat
TikTok ?",38,Wreckage at crash site as Air India flight crashes shortly after take off from Ahmedabad airport,"facebook, com, https, instagram, https www"
"Facebook ?https://www.facebook.com/theguardian
Instagram ?",38,Footage shows aftermath at Air India flight 171 crash site,"facebook, com, https, instagram, https www"
"Instagram: https://www.instagram.com/dwnews
?",38,Video captures moment Air India flight crashes | DW News,"facebook, com, https, instagram, https www"
"TikTok: https://www.tiktok.com/@dwnews
?",38,Video captures moment Air India flight crashes | DW News,"facebook, com, https, instagram, https www"
"Facebook: https://www.facebook.com/deutschewellenews/
?",38,Video captures moment Air India flight crashes | DW News,"facebook, com, https, instagram, https www"
"CBS News 24/7 is the premier anchored streaming news service from CBS News and Stations that is available free to everyone with access to the internet and is the destination for breaking news, live events, original reporting and storytelling, and programs from CBS News and Stations' top anchors and correspondents working locally, nationally and around the globe.",37,Video shows Air India plane crashing in Ahmedabad,"news, republic, com, https, watch"
"It is available on more than 30 platforms across mobile, desktop and connected TVs for free, as well as CBSNews.com and Paramount+ and live in 91 countries.",37,Video shows Air India plane crashing in Ahmedabad,"news, republic, com, https, watch"
"Subscribe to the CBS News YouTube channel: https://youtube.com/cbsnews
Watch CBS News 24/7: https://cbsnews.com/live/
Download the CBS News app: https://cbsnews.com/mobile/
Follow CBS News on Instagram: https://instagram.com/cbsnews/
Like CBS News on Facebook: https://facebook.com/cbsnews
Follow CBS News on X: https://twitter.com/cbsnews
Subscribe to our newsletters: https://cbsnews.com/newsletters/
Try Paramount+ free: https://paramountplus.com/?ftag=PPM-05-10aeh8h

For video licensing inquiries, contact: licensing@veritone.com",37,Video shows Air India plane crashing in Ahmedabad,"news, republic, com, https, watch"
"On: https://www.republicworld.com

Republic TV is India's no.1 English news channel since its launch.",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"Watch Republic YouTube Channel to get all the breaking news updates, LIVE news, videos and perspectives from Republic Media Network's battery of reporters, anchors, and producers spread across India and the world.",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
Republic TV makes news accessible at all times and across devices.,37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"At Republic, we keep you updated with up-to-the-minute news on the world of politics, sports, entertainment, business, defense, science, health, lifestyle, gadgets, and much more.",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"But most importantly, for us ?You Are Republic, We Are Your Voice.?

Also, Watch ?",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
Republic TV Live News Updates ?,37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"https://bit.ly/34isZdh

You can stay connected with Republic TV on -

Facebook - https://www.facebook.com/RepublicWorld
Twitter - https://twitter.com/republic
Instagram:",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"https://www.instagram.com/republicworld
WhatsApp Channel: https://whatsapp.com/channel/0029Va1whYb7dmeZr7v3ar0y
Telegram: https://t.me/RepublicLive

Disclaimer: Republic Media Network may provide content through third-party websites, operating systems, platforms, and portals (?Third-Party Platforms?).",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"Republic does not control and has no liability for Third-Party Platforms, including content hosted, advertisements, security, functionality, operation, or availability.",37,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"news, republic, com, https, watch"
"[https://twitter.com/newscomauHQ]
???????????????????????????
Subscribe To Our YouTube Channel
For The Very Latest News From Australia And Around The World:
?",37,More than 200 dead in Air India crash near Ahmedabad,"news, republic, com, https, watch"
"Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.",37,"Ahmedabad Plane Crash | CCTV Video Shows Air India Flight Trying To Take Off, Crashing Into Building","news, republic, com, https, watch"
"???

Subscribe to ABC News on YouTube: https://abcnews.visitlink.me/59aJ1G

ABC News is your daily source of breaking national and world news, exclusive interviews and 24/7 live streaming coverage.",37,"British national survives Air India plane crash, condition unknown","news, republic, com, https, watch"
"Download the ABC News app for the latest headlines and alerts: https://abcnews.go.com/devices

Watch 24/7 coverage of breaking news and live events on ABC News Live: https://www.youtube.com/watch?v=gN0PZCe-kwQ&ab_channel=ABCNews 

Watch full episodes of World News Tonight with David Muir here: https://youtube.com/playlist?list=PLQOa26lW-uI8ixlVw1NWu_l4Eh8iZW_qN&feature=shared 

Read ABC News reports online: http://abcnews.go.com

ABC News is the home to the #1 evening newscast ?World News",37,"British national survives Air India plane crash, condition unknown","news, republic, com, https, watch"
"Tonight with David Muir,"" ?Good Morning America,? ?20/20,? ?Nightline,? ?This Week? with George Stephanopoulos, ?ABC News Live Prime? with Linsey Davis, plus the daily news podcast ?Start Here.?

Connect with ABC News on social media:",37,"British national survives Air India plane crash, condition unknown","news, republic, com, https, watch"
"Don?t expect a 24/7 stream of news, we are not that channel.",37,Doctor and family among Air India crash victims | BBC News India,"news, republic, com, https, watch"
"Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.",37,Ahmedabad Plane Crash | Video Shows Moment Air India Ahmedabad-London Plane Crashed After Take Off,"news, republic, com, https, watch"
"Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.",37,Air India Plane Crash: What Is A Black Box In An Aircraft?,"news, republic, com, https, watch"
"-----------------------
About the channel
Watch us for the best news and views on business, stock markets, crypto currencies, consumer technology, the world of real estate, bullion, automobiles, start-ups and unicorns and  personal finance.",37,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"news, republic, com, https, watch"
"-------

Get more news at our site - https://www.channel4.com/news/ 

Follow us:
TikTok - https://www.tiktok.com/@c4news
Instagram - https://www.instagram.com/channel4news/
Twitter - https://twitter.com/Channel4News
Facebook - https://www.facebook.com/Channel4News/",37,British man survives Air India plane crash that kills 290,"news, republic, com, https, watch"
"Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.",37,BJ Medical College Ahmedabad | Pics Show Air India Plane Crashed On Medical Students' Hostel,"news, republic, com, https, watch"
"Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.",37,"Ahmedabad Plane Crash News | Air India Flight With 242 Onboard Crashes In Ahmedabad, No Survivors","news, republic, com, https, watch"
"For More News Updates, Visit : https://www.rtvlive.com
?",37,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"news, republic, com, https, watch"
"We at RTV Network, favour high-quality programming and news, rather than sensational infotainment.",37,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"news, republic, com, https, watch"
"https://www.facebook.com/RTVTeluguDigital/
Follow Us On Instagram:   https://www.instagram.com/rtvnewsnetwork/
Follow Us On Twitter:       https://twitter.com/RTVnewsnetwork",37,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"news, republic, com, https, watch"
"Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.",37,Ahmedabad Plane Crash | Air India Cabin Crew's Grieving Family Speaks To NDTV,"news, republic, com, https, watch"
"Android: https://play.google.com/store/apps/details?id=com.phonegap.publictv&hl=en

iOS: https://apps.apple.com/in/app/public-tv-news/id1125391954

Keep Watching Us On Youtube At: https://www.youtube.com/user/publictvnewskannada
Watch More From This Playlist Here: https://www.youtube.com/user/publictvnewskannada/playlists



Read detailed news at www.publictv.in

Subscribe on YouTube: https://www.youtube.com/user/publictvnewskannada?sub_confirmation=1
Follow us on Google+ @  https://plus.google.com/+publictv
Like us @ https://www.facebook.com/publictv
Follow us on twitter @ https://twitter.com/PublicTVnews

--------------------------------------------------------------------------------------------------------
Public TV brings to you the latest updates from all walks of life, be it politics or entertainment, religion or sports, crime or any other thing.",37,Ahmedabad Plane Crash: One Survivor Found In Air India Flight | Public TV,"news, republic, com, https, watch"
"Dive into real-time news updates, insights, and much more.",37,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"news, republic, com, https, watch"
"https://www.tiktok.com/@pressdemo 
----------
The Press Democrat delivers breaking local news, information, sports, entertainment, shopping, dining, weather and more for residents of Sonoma, Lake, Mendocino and Napa counties as well as real-time news from the Bay Area, the state, the nation and the world.",37,Wreckage at crash site as Air India flight crashes shortly after take off from Ahmedabad airport,"news, republic, com, https, watch"
"For more videos subscribe to our channel: https://www.youtube.com/@NDTVProfitIndia
Visit NDTV Profit for more news: https://www.ndtvprofit.com/
Don't enter the stock market unaware.",36,?Pilots Last Words Were??: Govt On Air India Flight Crash In Ahmedabad,"business, https, moneycontrol, com, news"
